name,dolp_mae,dolp_rmse,cos_mae,sin_mae,cos_sin_vector_error,weighted_aolp_error_deg,high_dolp_aolp_error_deg,dop_mae,dop_rmse,aop_mae_deg,weighted_aop_mae_deg,high_dop_aop_mae_deg
scene13_traj1_1__000251,0.051383450627326965,0.0858711525797844,0.4862750768661499,0.4223342537879944,0.7021697759628296,15.00927734375,11.276717185974121,0.051383450627326965,0.0858711525797844,22.866479873657227,15.00927734375,11.276717185974121
scene13_traj1_1__000252,0.051104769110679626,0.08546394854784012,0.48642051219940186,0.42229437828063965,0.7021411061286926,15.029245376586914,11.25553035736084,0.051104769110679626,0.08546394854784012,22.84456443786621,15.029245376586914,11.25553035736084
scene13_traj1_1__000253,0.05223805457353592,0.08733831346035004,0.48673588037490845,0.42319026589393616,0.7028500437736511,14.994500160217285,11.153226852416992,0.05223805457353592,0.08733831346035004,22.89533042907715,14.994500160217285,11.153226852416992
scene13_traj1_1__000254,0.05251133441925049,0.08805669844150543,0.4868565797805786,0.4200465679168701,0.7007272839546204,14.992988586425781,11.298807144165039,0.05251133441925049,0.08805669844150543,22.80445098876953,14.992988586425781,11.298807144165039
scene13_traj1_1__000255,0.051789723336696625,0.08730247616767883,0.492233544588089,0.4240679442882538,0.7095627784729004,15.386314392089844,11.716202735900879,0.051789723336696625,0.08730247616767883,23.126163482666016,15.386314392089844,11.716202735900879
scene13_traj1_1__000256,0.051573436707258224,0.08692470192909241,0.4904673993587494,0.42764368653297424,0.7100659608840942,15.299397468566895,11.503700256347656,0.051573436707258224,0.08692470192909241,23.160003662109375,15.299397468566895,11.503700256347656
scene13_traj1_1__000257,0.05116785317659378,0.08693329244852066,0.49726226925849915,0.43510308861732483,0.7219486832618713,15.645392417907715,11.688509941101074,0.05116785317659378,0.08693329244852066,23.57840347290039,15.645392417907715,11.688509941101074
scene13_traj1_1__000258,0.04901435971260071,0.08448036015033722,0.5056785941123962,0.45413050055503845,0.7437514066696167,16.11862564086914,11.596848487854004,0.04901435971260071,0.08448036015033722,24.37347984313965,16.11862564086914,11.596848487854004
scene13_traj1_1__000259,0.04601815342903137,0.07877794653177261,0.511289119720459,0.4710922837257385,0.7614062428474426,16.5639705657959,11.44741439819336,0.04601815342903137,0.07877794653177261,25.020301818847656,16.5639705657959,11.44741439819336
scene13_traj1_1__000260,0.044564008712768555,0.07596774399280548,0.5203121304512024,0.48311617970466614,0.7777359485626221,17.269014358520508,11.622173309326172,0.044564008712768555,0.07596774399280548,25.6343994140625,17.269014358520508,11.622173309326172
scene13_traj1_1__000261,0.04232066124677658,0.0713060274720192,0.5171943306922913,0.48034828901290894,0.7736655473709106,17.004697799682617,11.523635864257812,0.04232066124677658,0.0713060274720192,25.487850189208984,17.004697799682617,11.523635864257812
scene13_traj1_1__000262,0.04250676557421684,0.07183638215065002,0.5173084139823914,0.4829207956790924,0.7754440903663635,17.020627975463867,11.488415718078613,0.04250676557421684,0.07183638215065002,25.541643142700195,17.020627975463867,11.488415718078613
scene13_traj1_1__000263,0.042857930064201355,0.07142584025859833,0.5157514214515686,0.47608518600463867,0.7693648934364319,16.989038467407227,11.50389575958252,0.042857930064201355,0.07142584025859833,25.3204402923584,16.989038467407227,11.50389575958252
scene13_traj2_1__000000,0.036483362317085266,0.0543292872607708,0.4687948226928711,0.4562283754348755,0.7154169082641602,14.385578155517578,9.223223686218262,0.036483362317085266,0.0543292872607708,23.375688552856445,14.385578155517578,9.223223686218262
scene13_traj2_1__000001,0.036702483892440796,0.05490428954362869,0.4718789756298065,0.45932134985923767,0.7201013565063477,14.496768951416016,9.287576675415039,0.036702483892440796,0.05490428954362869,23.561063766479492,14.496768951416016,9.287576675415039
scene13_traj2_1__000002,0.03679937869310379,0.05495152994990349,0.4737261235713959,0.45719605684280396,0.7199012637138367,14.609678268432617,9.417656898498535,0.03679937869310379,0.05495152994990349,23.529354095458984,14.609678268432617,9.417656898498535
scene13_traj2_1__000003,0.0371432900428772,0.05554187670350075,0.4728827178478241,0.4579339921474457,0.719577431678772,14.504437446594238,9.337111473083496,0.0371432900428772,0.05554187670350075,23.534231185913086,14.504437446594238,9.337111473083496
scene13_traj2_1__000004,0.03670620918273926,0.05490892007946968,0.4735542833805084,0.4603714346885681,0.7222930788993835,14.51528263092041,9.304977416992188,0.03670620918273926,0.05490892007946968,23.63440704345703,14.51528263092041,9.304977416992188
scene13_traj2_1__000005,0.03692745789885521,0.05518960952758789,0.47367873787879944,0.4591526985168457,0.7216522693634033,14.559704780578613,9.346105575561523,0.03692745789885521,0.05518960952758789,23.61385154724121,14.559704780578613,9.346105575561523
scene13_traj2_1__000006,0.03692984953522682,0.055448662489652634,0.4745733439922333,0.4595526456832886,0.7226580381393433,14.510330200195312,9.268621444702148,0.03692984953522682,0.055448662489652634,23.646839141845703,14.510330200195312,9.268621444702148
