name,stage1_dolp_mae,stage1_dolp_rmse,stage1_cos_mae,stage1_sin_mae,stage1_cos_sin_vector_error,stage1_weighted_aolp_error_deg,stage1_high_dolp_aolp_error_deg,stage1_dop_mae,stage1_dop_rmse,stage1_aop_mae_deg,stage1_weighted_aop_mae_deg,stage1_high_dop_aop_mae_deg,stage2_dolp_mae,stage2_dolp_rmse,stage2_cos_mae,stage2_sin_mae,stage2_cos_sin_vector_error,stage2_weighted_aolp_error_deg,stage2_high_dolp_aolp_error_deg,stage2_dop_mae,stage2_dop_rmse,stage2_aop_mae_deg,stage2_weighted_aop_mae_deg,stage2_high_dop_aop_mae_deg
scene13_traj1_1__000121,0.07165578007698059,0.10862239450216293,0.9051076173782349,0.7014347314834595,1.2503033876419067,39.93602752685547,37.27013397216797,0.07165578007698059,0.10862239450216293,43.30132293701172,39.93602752685547,37.27013397216797,0.0716557726264,0.10862238705158234,0.5410531163215637,0.4938254952430725,0.8045949935913086,23.141191482543945,19.94794464111328,0.0716557726264,0.10862238705158234,26.940845489501953,23.141191482543945,19.94794464111328
scene13_traj1_1__000122,0.07235632091760635,0.10949265956878662,0.8994958400726318,0.6971515417098999,1.2417776584625244,39.6047248840332,37.035125732421875,0.07235632091760635,0.10949265956878662,42.9652099609375,39.6047248840332,37.035125732421875,0.07235631346702576,0.10949264466762543,0.5396088361740112,0.49055925011634827,0.8008305430412292,22.96397590637207,19.824689865112305,0.07235631346702576,0.10949264466762543,26.79477310180664,22.96397590637207,19.824689865112305
scene13_traj1_1__000123,0.07258773595094681,0.10964081436395645,0.8978723287582397,0.6922987699508667,1.237627625465393,39.34585952758789,36.73572540283203,0.07258773595094681,0.10964081436395645,42.777854919433594,39.34585952758789,36.73572540283203,0.07258772850036621,0.10964081436395645,0.5389469861984253,0.4911712110042572,0.8006694912910461,22.966957092285156,19.78289794921875,0.07258772850036621,0.10964081436395645,26.804964065551758,22.966957092285156,19.78289794921875
scene13_traj1_1__000124,0.07310527563095093,0.10997983068227768,0.8941692113876343,0.7041109800338745,1.2448960542678833,39.87507247924805,37.56901168823242,0.07310527563095093,0.10997983068227768,43.06196212768555,39.87507247924805,37.56901168823242,0.07310526072978973,0.10997981578111649,0.5411431193351746,0.4947657883167267,0.8048343658447266,23.2636661529541,20.1479549407959,0.07310526072978973,0.10997981578111649,26.96961784362793,23.2636661529541,20.1479549407959
scene13_traj1_1__000125,0.0741887241601944,0.1117963194847107,0.8893499374389648,0.7118024230003357,1.247157335281372,39.88516616821289,37.63313674926758,0.0741887241601944,0.1117963194847107,43.08341598510742,39.88516616821289,37.63313674926758,0.0741887092590332,0.1117963045835495,0.5408516526222229,0.48996448516845703,0.8012362122535706,23.258848190307617,20.280078887939453,0.0741887092590332,0.1117963045835495,26.837825775146484,23.258848190307617,20.280078887939453
scene13_traj1_1__000126,0.07429330050945282,0.11183416843414307,0.8890476822853088,0.7233399152755737,1.256942629814148,40.44623947143555,38.23409652709961,0.07429330050945282,0.11183416843414307,43.47198486328125,40.44623947143555,38.23409652709961,0.07429330050945282,0.11183416098356247,0.5428615808486938,0.48983627557754517,0.8032666444778442,23.22102165222168,20.19693946838379,0.07429330050945282,0.11183416098356247,26.888076782226562,23.22102165222168,20.19693946838379
scene13_traj1_1__000127,0.07486633211374283,0.11270195245742798,0.8864503502845764,0.7092753052711487,1.242987871170044,39.553707122802734,37.16254425048828,0.07486633211374283,0.11270195245742798,42.93185806274414,39.553707122802734,37.16254425048828,0.07486631721258163,0.11270194500684738,0.5425590872764587,0.48699232935905457,0.8009082674980164,23.188282012939453,20.25348472595215,0.07486631721258163,0.11270194500684738,26.798730850219727,23.188282012939453,20.25348472595215
scene13_traj1_1__000128,0.0754307433962822,0.11369099467992783,0.8885705471038818,0.709454357624054,1.2442948818206787,39.807090759277344,37.505645751953125,0.0754307433962822,0.11369099467992783,43.0130500793457,39.807090759277344,37.505645751953125,0.075430728495121,0.11369097232818604,0.5442193746566772,0.4900411069393158,0.8043963313102722,23.326990127563477,20.469833374023438,0.075430728495121,0.11369097232818604,26.933109283447266,23.326990127563477,20.469833374023438
scene13_traj1_1__000129,0.07436688989400864,0.11210862547159195,0.8935840129852295,0.704104483127594,1.242599606513977,39.83329772949219,37.46467971801758,0.07436688989400864,0.11210862547159195,43.0019645690918,39.83329772949219,37.46467971801758,0.07436687499284744,0.11210861802101135,0.5466705560684204,0.49601855874061584,0.8106186389923096,23.841773986816406,21.07023811340332,0.07436687499284744,0.11210861802101135,27.195409774780273,23.841773986816406,21.07023811340332
scene13_traj1_1__000130,0.07452855259180069,0.11203835159540176,0.8955774307250977,0.708112895488739,1.2473876476287842,40.27321243286133,38.00503921508789,0.07452855259180069,0.11203835159540176,43.24409484863281,40.27321243286133,38.00503921508789,0.0745285376906395,0.11203833669424057,0.5502593517303467,0.5023728013038635,0.8179107308387756,24.350919723510742,21.84991455078125,0.0745285376906395,0.11203833669424057,27.476961135864258,24.350919723510742,21.84991455078125
scene13_traj1_1__000131,0.07547731697559357,0.11276507377624512,0.8981710076332092,0.7152421474456787,1.2542070150375366,40.914794921875,38.95711898803711,0.07547731697559357,0.11276507377624512,43.45103454589844,40.914794921875,38.95711898803711,0.07547730952501297,0.11276506632566452,0.5494878888130188,0.5053766965866089,0.8191424608230591,24.53761863708496,22.026079177856445,0.07547730952501297,0.11276506632566452,27.563655853271484,24.53761863708496,22.026079177856445
scene13_traj1_1__000132,0.07519296556711197,0.11234758049249649,0.9015499949455261,0.7031180262565613,1.2471729516983032,40.671504974365234,38.64115524291992,0.07519296556711197,0.11234758049249649,43.20576477050781,40.671504974365234,38.64115524291992,0.07519295811653137,0.1123475655913353,0.5512471199035645,0.5051695704460144,0.8196438550949097,24.640544891357422,22.08856964111328,0.07519295811653137,0.1123475655913353,27.580886840820312,24.640544891357422,22.08856964111328
scene13_traj1_1__000133,0.07630143314599991,0.11396002024412155,0.8959125280380249,0.7057287693023682,1.2442740201950073,40.54448318481445,38.57440948486328,0.07630143314599991,0.11396002024412155,43.1159553527832,40.54448318481445,38.57440948486328,0.07630142569541931,0.11396000534296036,0.5522482395172119,0.5057505965232849,0.8210697770118713,24.755525588989258,22.304534912109375,0.07630142569541931,0.11396000534296036,27.64879035949707,24.755525588989258,22.304534912109375
